9448	24967	
3319	13610	
12789	15864	
19203	7177	
1629	14429	
20587	1029	
24915	2065	
8346	21065	
6064	91	
2852	13642	
7429	8587	
17155	6423	
5576	10302	
10365	16694	
6693	9036	
14382	13460	
12978	3187	
24479	13716	
16087	22348	
11091	10585	
21048	6268	
15130	22223	
24064	9485	
15076	10067	
1580	17058	
21059	16794	
16497	16746	
10117	5567	
13258	20683	
8501	23134	
11698	16824	
12693	21918	
6483	23229	
8226	3420	
3169	10799	
8324	11050	
479	13688	
22345	8190	
10955	6936	
15661	9239	
20983	15816	
14167	2162	
21671	7024	
13043	9394	
15795	22457	
8200	5622	
7184	16316	
10205	11781	
9959	4424	
5037	1724	
9433	8915	
12363	23784	
19029	14232	
17692	13887	
15064	1271	
23240	24041	
20232	6330	
6804	22276	
2461	291	
24056	9021	
18940	5459	
24864	11034	
23930	6461	
3625	13276	
14153	8873	
2817	9754	
1914	11589	
13939	24664	
11735	19038	
2790	5270	
1067	5964	
22650	14253	
6097	22923	
21574	2917	
17150	3502	
360	4410	
10948	16846	
21266	11965	
20923	7096	
7037	13599	
17422	18396	
6893	22928	
16160	22433	
9249	16877	
16545	23422	
5301	12583	
3569	11332	
17270	21656	
5999	15208	
11545	16505	
4390	18252	
18112	12959	
20949	5325	
7218	445	
15273	12495	
20534	5738	
9594	2724	
24292	1970	
15231	14812	
23080	8251	
3142	14813	
20132	22118	
12180	24172	
22664	21677	
20069	4940	
10249	2532	
945	7987	
9195	1024	
16724	421	
19724	4548	
16088	4447	
21271	7330	
6144	477	
10666	11870	
11707	14736	
3812	23790	
18827	7855	
14462	13678	
14186	6070	
3557	24633	
8904	16980	
8465	19153	
12540	3262	
8078	11031	
18268	15761	
20564	3390	
10906	16669	
6349	17162	
3285	18269	
6106	10078	
19529	16786	
7114	2003	
2868	18631	
10577	4908	
20262	7088	
11376	17286	
20308	14699	
21631	13046	
16265	8905	
18812	5722	
8450	10510	
22470	15969	
22452	8739	
15819	9006	
11349	5165	
18186	12255	
4379	23783	
12989	10085	
5333	650	
2791	10508	
21836	15404	
2710	23186	
4557	1790	
2269	5013	
10278	8824	
22929	24324	
17170	12247	
18270	22023	
20771	23143	
10349	1619	
17731	15411	
17004	6309	
14847	10833	
21930	19784	
13857	1707	
20429	2498	
14208	16800	
24682	1432	
13934	4465	
4394	19110	
19879	8426	
19378	5439	
977	22271	
5805	19202	
20067	16592	
3492	5155	
11109	11276	
648	12189	
24828	1177	
19484	8455	
3671	6594	
20494	14286	
19609	20981	
4156	17223	
16365	3691	
20325	10698	
24234	17918	
10542	24712	
11783	23223	
8444	13549	
5983	15533	
1515	13656	
12313	8552	
4866	2608	
10639	24291	
6796	11849	
12081	9223	
14035	15276	
9150	2156	
1826	15492	
20446	1042	
11383	13741	
11598	19126	
2595	8887	
8704	10129	
4184	22952	
14359	7554	
17902	8223	
4492	2556	
10553	12204	
7400	658	
14867	22895	
9302	6089	
9716	20853	
5865	11357	
24133	2848	
23052	5552	
16772	21473	
17278	21410	
11256	5334	
18487	19975	
3651	19040	
751	2147	
338	20101	
1754	24183	
11939	3938	
349	8713	
4285	15243	
16590	3188	
8507	23672	
20473	23094	
15471	22637	
18972	4339	
7887	12104	
15229	24782	
4297	12884	
24486	592	
14399	2906	
1898	3665	
12303	4831	
5115	15514	
4528	20440	
5207	2439	
1185	19773	
21783	18811	
1110	14513	
21354	23399	
9921	17584	
16086	7325	
24330	22147	
23311	13968	
14589	1594	
23734	18048	
8948	14956	
13861	9535	
15325	11518	
24854	20987	
22838	5507	
13208	8462	
14218	21001	
2801	8070	
22970	18022	
1531	3284	
16687	11833	
19071	11039	
16584	17809	
20877	21165	
3684	21537	
8395	15913	
3706	18366	
19485	13082	
1291	6858	
24859	19907	
11498	7038	
24524	14938	
11557	23594	
4860	2656	
3885	6905	
11569	4829	
656	22519	
9331	15955	
21150	19480	
20962	18365	
8688	24663	
2330	17093	
9228	4431	
13537	807	
9749	23242	
17001	7405	
10536	7643	
24400	22703	
2729	18474	
18860	9862	
10651	1379	
9557	13566	
13215	18563	
21163	14710	
16692	6793	
16446	24757	
5557	16213	
3925	203	
21224	17528	
15158	21777	
19114	127	
21795	17406	
5296	5733	
3134	7719	
13552	21763	
491	8209	
646	15423	
5132	10606	
20786	18770	
9482	16231	
16640	16831	
13985	24759	
4544	11800	
801	19627	
6479	13548	
22461	13510	
48	19578	
11670	10126	
6289	1348	
2502	17988	
17612	1021	
20543	9279	
9305	20585	
14837	9870	
15332	12244	
14993	2102	
16830	21457	
21746	3120	
5135	13524	
12622	7706	
13309	4961	
15698	19985	
47	21255	
267	10087	
3132	13143	
16350	10052	
22501	18677	
2273	1866	
6652	22773	
7388	16758	
9184	11066	
17447	9650	
22462	24177	
3290	15472	
20365	2757	
1187	6729	
3630	7236	
16308	12502	
9719	17080	
15010	4506	
15142	18079	
15269	19790	
21506	3271	
13249	18202	
10164	10534	
3171	4817	
3242	8488	
18134	1911	
21866	20345	
10420	18846	
9591	5703	
23049	24061	
23145	7338	
21868	19486	
14633	13865	
14991	12402	
11257	16570	
22389	5300	
21770	638	
6907	8071	
5631	18399	
17463	6900	
17943	1294	
22029	24484	
4936	18405	
16249	5790	
23327	8406	
8358	20253	
2620	4054	
6253	21321	
18777	17706	
4121	11721	
11851	3858	
23922	10106	
12492	8175	
14251	7947	
16254	8429	
17108	22215	
20428	2216	
1311	7322	
12824	10144	
9412	24338	
13888	9171	
21292	20205	
3751	1238	
3216	18728	
14360	7557	
23253	16727	
7310	626	
16559	20213	
12327	24094	
15653	24343	
242	11731	
9843	8674	
24576	6126	
18253	19454	
6488	2228	
7627	16275	
16995	70	
13652	12976	
1896	724	
17947	21898	
22577	19344	
8393	11001	
22936	17249	
7294	19079	
9983	22425	
11989	24489	
3163	22036	
13760	19092	
903	381	
12057	964	
1128	22260	
13432	2929	
24394	9044	
12812	11808	
11187	16009	
16983	10195	
16518	4994	
18877	12477	
6864	17880	
24792	12139	
18928	14648	
20986	12962	
8237	10918	
20228	14087	
14609	17808	
22915	8694	
14254	1155	
20477	21077	
870	18504	
13850	16035	
11503	22898	
3701	11299	
20354	1942	
21248	21479	
16884	19023	
5863	18795	
22254	23566	
10757	696	
4087	8971	
19468	18745	
20826	12682	
18128	10941	
9314	9004	
14130	19569	
14305	17329	
13651	18441	
24496	9095	
2358	19539	
9201	2074	
14064	753	
14344	22635	
4433	14520	
18744	5390	
306	2234	
19366	4792	
13685	23727	
2877	16027	
8054	7799	
10394	4142	
16741	24275	
2872	9651	
2853	21932	
12574	6007	
3817	2278	
17865	1951	
20486	2631	
19816	12633	
20762	3921	
15151	1013	
3560	20732	
15279	22641	
11694	5933	
14896	22116	
2897	4190	
8093	8814	
12254	8618	
16542	14492	
20846	16496	
7140	10287	
2318	13839	
22803	11618	
21615	10177	
15350	17679	
18087	17253	
22061	9615	
24897	6779	
16135	3225	
15790	2388	
11229	10647	
4993	4062	
19575	14737	
24920	24969	
22139	14268	
4344	23106	
20629	10176	
20047	11242	
4759	2941	
5347	13094	
24853	190	
14084	4532	
16306	4240	
11152	23396	
10189	12077	
18953	13344	
7229	13127	
6041	2266	
14681	20171	
24693	22385	
1589	9172	
3344	7622	
1559	13481	
934	24264	
12524	3329	
23756	17294	
8288	9136	
19304	17942	
1051	13980	
16661	21396	
17668	14455	
6583	19251	
11655	11558	
22122	1539	
3578	102	
13362	23285	
2207	22176	
760	24710	
21100	1932	
11553	4295	
1923	7126	
23490	18398	
7165	9253	
23	12767	
12155	8423	
21345	793	
4211	13791	
8278	9999	
9902	2908	
7621	5897	
22511	5526	
2610	5529	
12346	2315	
11983	6666	
20742	6072	
3648	13923	
3456	8235	
17921	7144	
10070	1109	
10742	4505	
5053	22471	
20020	13600	
15951	5613	
17606	17085	
15796	9853	
15527	21221	
23059	4449	
9344	23317	
16725	14501	
18579	20326	
942	1767	
9352	16120	
2603	21991	
10737	7496	
10141	7638	
19388	5537	
10217	12122	
18517	24364	
17296	3641	
214	20152	
9681	19198	
4639	10859	
13114	16672	
6362	17570	
20037	23648	
3124	19067	
18183	6125	
17688	19531	
16612	1181	
3061	15553	
2462	6978	
23040	8750	
4157	6310	
6188	22391	
9272	11221	
11181	12864	
18593	18030	
19741	24359	
18655	10509	
438	11250	
17285	23264	
5606	17206	
17288	20028	
12896	19141	
3915	16654	
14508	15417	
12388	3108	
16503	23978	
22544	1441	
6281	7626	
8012	24935	
11067	23349	
20832	16599	
22648	18778	
22028	24714	
8297	400	
1486	14348	
12461	21889	
20627	21133	
20876	5598	
4751	2414	
21913	8938	
16310	24985	
17157	24786	
19422	16222	
5836	6555	
11006	4972	
959	12480	
2504	6448	
21072	16781	
20017	4404	
24709	17427	
6218	10191	
19651	13615	
21423	1221	
7603	1049	
13597	7387	
2386	10062	
12760	8361	
22987	17563	
21172	18327	
9839	1895	
12511	24877	
13995	14789	
18885	22492	
7312	12161	
24054	21780	
19533	20509	
372	21645	
7030	4576	
952	15264	
7082	1886	
17033	20302	
20063	19506	
13430	2092	
10006	23845	
19025	8314	
21494	21088	
11817	22156	
5059	9895	
15465	3192	
19163	22596	
5451	1660	
19582	23072	
23683	16389	
18628	1757	
4840	2772	
12	4346	
6740	3054	
20104	7732	
13891	5079	
1006	7854	
16673	16918	
21507	15369	
8527	21562	
9510	20974	
7226	12066	
17464	19744	
1553	7250	
7256	13775	
15120	14684	
11664	17980	
10982	12345	
5565	7379	
13687	12343	
19196	18730	
7354	18401	
16416	1924	
15365	18743	
10233	20274	
